12	100
5	100
4	100
5	100
4	100
3	100
5	100
11	100
11	100
11	100
9	105
4	105
7	105
5	105
4	105
10	10
7	10
5	10
4	10
5	10
5	10
5	10
7	10
5	10
3	10
5	10
4	10
7	10
11	10
9	10
4	10
7	10
3	10
4	10
5	10
9	10
4	10
5	10
11	10
5	10
2	10
8	10
10	10
3	10
3	10
4	10
4	10
4	10
5	10
11	10
4	10
7	10
4	10
4	10
5	10
5	10
10	10
5	10
5	10
4	10
5	10
4	10
5	10
5	10
5	10
5	10
4	10
5	10
7	10
11	10
4	10
3	10
12	10
5	10
4	10
11	10
4	10
7	10
3	10
5	10
5	10
10	10
7	10
5	10
4	10
6	10
11	10
3	10
11	10
10	10
5	10
5	10
4	10
4	10
7	10
5	10
4	10
4	10
5	10
7	10
7	10
5	10
4	10
4	10
4	10
11	10
5	10
4	10
4	10
4	10
4	10
5	10
4	10
4	10
5	10
8	10
11	10
5	10
3	10
4	10
4	10
7	10
9	10
3	10
7	10
8	10
5	10
4	10
10	10
11	10
7	10
5	10
5	10
4	10
5	10
7	10
5	10
5	10
4	10
4	10
4	10
11	10
9	10
4	10
5	10
4	110
4	110
4	110
4	111
5	115
9	115
7	115
4	116
7	116
4	116
7	116
5	11
11	11
5	11
5	11
4	11
4	11
7	11
10	11
3	11
7	11
5	11
5	11
9	11
4	11
4	11
4	11
3	11
4	11
4	11
7	11
11	11
4	11
5	11
4	11
5	11
8	11
4	11
7	11
4	11
4	11
4	11
7	11
11	11
7	11
4	11
4	11
8	11
4	11
5	11
7	11
5	11
4	11
5	11
4	11
8	11
5	11
4	11
4	11
7	11
5	11
2	11
7	11
5	11
5	11
7	12
8	12
11	12
4	12
5	12
4	12
5	12
4	12
4	12
5	12
4	12
4	12
4	12
4	12
8	12
4	12
4	12
5	12
5	12
10	12
7	12
5	12
4	12
9	12
7	12
4	12
6	12
5	12
4	12
7	12
4	12
4	12
5	12
11	12
4	12
5	12
7	12
11	12
4	12
7	12
4	12
7	12
5	12
5	12
2	12
5	12
5	12
5	12
3	12
8	12
5	12
5	12
11	12
3	12
4	12
8	12
4	12
9	12
4	12
8	12
8	12
5	12
4	12
4	12
7	12
4	12
10	12
4	12
4	12
7	12
4	12
4	12
4	12
4	12
5	12
5	12
4	12
5	12
4	12
7	12
4	12
8	12
11	12
5	12
5	12
5	12
4	12
4	12
11	12
7	12
5	12
4	12
5	12
7	12
4	12
4	12
5	12
5	12
4	12
4	12
4	12
4	12
5	12
4	12
4	12
4	12
4	12
5	12
3	12
4	13
3	13
7	13
7	13
5	13
7	13
6	13
5	13
4	13
3	13
5	13
5	13
4	13
11	13
8	13
9	13
5	13
4	13
5	13
7	13
4	13
4	13
4	13
4	13
5	13
5	13
8	13
4	13
4	13
4	13
7	13
3	13
5	13
5	13
4	13
4	13
4	13
4	13
5	13
2	13
3	13
7	13
4	13
4	13
11	13
4	13
11	13
7	13
4	13
4	13
9	13
4	13
3	13
5	13
12	13
11	13
11	13
5	13
2	13
4	13
5	13
4	13
5	13
9	13
4	13
4	13
7	13
4	13
12	13
4	14
3	14
8	14
12	14
11	14
5	14
8	14
4	14
5	14
5	14
8	14
4	14
12	14
4	14
4	14
5	14
5	14
4	14
5	14
6	14
3	14
8	14
10	14
8	14
10	14
8	14
8	14
4	14
4	14
7	14
6	14
6	14
8	14
7	14
4	14
10	14
8	14
5	14
2	14
4	14
4	14
4	14
5	14
8	14
8	14
5	14
5	14
7	14
7	14
4	14
9	14
8	14
5	14
12	14
12	14
5	14
5	14
11	14
4	14
5	14
4	14
8	14
5	14
12	14
5	14
11	14
5	14
8	14
5	14
11	14
4	14
4	14
2	14
8	14
5	14
5	14
8	14
8	14
4	14
11	14
8	14
8	14
2	14
8	14
4	14
8	14
4	14
11	14
8	14
11	14
5	14
4	14
2	14
4	14
5	14
12	14
12	14
12	14
4	14
4	14
12	14
8	14
11	14
11	14
4	14
11	14
9	14
12	14
5	14
8	14
6	14
4	14
5	14
8	14
4	14
5	14
8	14
4	14
8	14
8	14
8	14
7	14
3	14
6	14
12	14
4	14
12	14
8	14
8	14
7	14
2	14
9	14
5	14
4	14
4	14
4	14
5	14
8	14
3	14
4	14
8	14
8	14
8	14
8	14
4	14
5	14
8	14
12	14
4	14
12	14
3	14
5	14
5	14
5	14
12	14
8	14
12	14
10	14
12	14
4	14
12	14
10	14
5	14
5	14
12	14
12	14
5	14
12	14
8	14
6	14
5	14
11	14
8	14
4	14
10	14
4	14
5	14
8	14
6	14
5	14
5	14
11	14
4	14
8	14
10	14
4	14
10	14
10	14
6	14
5	14
8	14
8	14
8	14
8	14
8	14
5	14
4	14
5	14
5	14
4	14
4	14
5	14
5	14
4	14
12	14
12	14
9	14
7	14
4	14
8	14
8	14
4	14
6	14
8	14
5	14
5	14
4	14
4	14
4	14
12	14
11	14
5	14
11	14
4	14
12	14
3	14
5	14
7	14
4	14
4	14
7	14
5	14
10	14
7	14
4	14
5	14
4	14
10	14
8	14
5	14
4	14
5	14
4	14
5	14
4	14
4	14
5	14
5	14
10	14
4	14
11	14
11	14
5	14
4	14
4	14
4	14
4	14
11	14
5	14
5	14
11	14
4	14
4	14
4	14
4	14
7	14
5	14
4	14
7	14
7	14
4	14
5	14
5	14
11	14
7	14
7	14
4	14
7	14
5	14
3	14
4	14
5	14
5	14
4	14
4	14
7	14
5	14
4	14
10	14
3	14
5	14
7	14
4	14
5	14
4	14
4	14
5	14
7	14
5	14
4	14
5	14
4	14
4	14
5	14
4	14
4	14
4	14
5	14
6	14
5	14
4	14
4	14
4	14
4	14
4	14
5	14
7	14
10	14
4	14
5	14
4	14
11	14
9	14
4	14
5	14
10	14
4	14
4	14
4	14
5	14
5	14
8	14
11	14
4	14
4	14
11	14
7	14
7	14
5	14
5	14
5	14
10	14
9	14
3	14
4	14
5	15
8	15
5	15
8	15
4	15
4	15
5	15
5	15
5	15
4	15
8	15
4	15
6	15
4	15
4	15
4	15
5	15
8	15
6	15
4	15
5	15
5	15
8	15
10	15
4	15
6	15
4	15
4	15
5	15
4	15
5	15
4	15
4	15
9	15
6	15
8	15
4	15
2	15
10	15
8	15
4	15
7	15
8	15
4	15
5	15
10	15
3	15
7	15
11	15
7	15
8	15
4	15
2	15
4	15
8	15
3	15
3	15
4	15
4	15
4	15
9	15
4	15
5	15
7	15
4	15
5	15
4	15
8	15
8	15
7	15
7	15
4	15
8	15
8	15
4	15
2	15
4	15
2	15
8	15
8	15
8	15
8	15
4	15
5	15
8	15
8	15
8	15
7	15
5	15
8	15
5	15
5	15
2	15
12	15
5	15
5	15
4	15
12	15
4	15
4	15
4	15
5	15
5	15
8	15
8	15
12	15
5	15
4	15
10	15
3	15
3	15
11	15
3	15
11	15
5	15
4	15
4	15
4	15
4	15
12	15
12	15
12	15
10	15
12	15
11	15
11	15
2	15
8	15
4	15
2	15
7	15
5	15
11	15
4	15
5	15
10	15
4	15
11	15
3	15
5	15
8	15
9	15
12	15
5	15
5	15
10	15
11	15
4	15
4	15
4	15
5	15
10	15
4	15
4	15
11	15
4	15
12	15
11	15
4	15
8	15
4	15
5	15
4	15
4	15
11	15
4	15
4	15
5	15
11	15
11	15
12	15
11	15
12	15
4	15
6	15
5	15
12	15
8	15
8	15
4	15
8	15
5	15
5	15
8	15
11	15
7	15
8	15
5	15
5	15
4	15
3	15
8	15
8	15
5	15
4	15
4	15
7	15
3	15
7	15
8	15
5	15
4	15
5	15
11	15
4	15
12	15
2	15
5	15
4	15
4	15
5	15
8	15
10	15
8	15
8	15
5	15
10	15
5	15
10	15
7	15
9	15
5	15
5	15
6	15
5	15
12	15
12	15
12	15
11	15
4	15
5	15
11	15
4	15
12	15
11	15
4	15
12	15
4	15
5	15
12	15
11	15
4	15
11	15
11	15
12	15
9	15
8	15
8	15
5	15
8	15
8	15
5	15
8	15
10	15
5	15
4	15
2	15
10	15
8	15
8	15
5	15
12	15
8	15
7	15
8	15
9	15
8	15
7	15
6	15
5	15
8	15
11	15
3	15
4	15
4	15
4	15
4	15
8	15
9	15
2	15
8	15
4	15
10	15
8	15
4	15
11	15
10	15
9	15
4	15
2	15
4	15
4	15
10	15
4	15
4	15
4	15
8	15
4	15
4	15
8	15
9	15
7	15
3	15
3	15
5	15
3	15
8	15
6	15
5	15
8	15
4	15
8	15
5	15
5	15
8	15
5	15
8	15
9	15
5	15
5	15
4	15
4	15
12	15
4	15
5	15
7	15
6	15
5	15
8	15
6	15
8	15
8	15
8	15
8	15
10	15
8	15
8	15
8	15
4	15
4	15
4	15
10	15
4	15
4	15
5	15
9	15
11	15
6	15
4	15
9	15
10	15
4	15
9	15
8	15
5	15
4	15
5	15
5	15
12	15
12	15
12	15
12	15
11	15
12	15
4	15
12	15
12	15
11	15
8	15
5	15
8	15
4	15
8	15
10	15
7	15
8	15
4	15
4	15
4	15
11	15
4	15
11	15
11	15
7	15
5	15
8	15
5	15
5	15
7	15
4	15
4	15
8	15
5	15
4	15
6	15
8	15
5	15
4	15
8	15
5	15
8	15
8	15
5	15
5	15
2	15
5	15
5	15
3	15
8	15
8	15
8	15
6	15
4	15
8	15
11	15
7	15
11	15
4	15
8	15
7	15
8	15
8	15
12	15
4	15
4	15
7	15
9	15
9	15
4	15
12	15
11	15
8	15
8	15
5	15
8	15
5	15
8	15
5	15
10	15
5	15
8	15
8	15
8	15
8	15
8	15
5	15
5	15
8	15
8	15
8	15
8	15
4	15
2	15
7	15
6	15
4	15
6	15
9	15
8	15
7	15
6	15
7	15
5	15
9	15
8	15
8	15
8	15
8	15
9	15
3	15
4	15
9	15
4	15
10	15
5	15
8	15
8	15
4	15
5	15
8	15
8	15
4	15
8	15
7	15
7	15
8	15
8	15
9	15
2	15
6	15
10	15
4	15
4	15
8	15
5	15
8	15
3	15
5	15
4	15
4	15
4	15
14	15
11	15
8	15
7	15
8	15
9	15
8	15
8	15
5	15
4	15
7	15
4	15
4	15
5	15
10	15
4	15
5	15
7	15
7	15
10	15
5	15
4	15
8	15
7	15
5	15
7	15
11	15
4	15
4	15
4	15
4	15
4	15
4	15
9	15
5	15
4	15
5	15
3	15
3	15
8	15
4	15
7	15
7	15
10	15
5	15
10	15
7	15
7	15
3	15
7	15
4	15
5	15
